ID;DD;MM;ZZ;PP;DEPTO;MUNICIPIO;NOMBRE_PUESTO;MUJERES;HOMBRES;TOTAL;MESAS;COD.COM;COMUNA/LOCALIDAD;DIRECCION
5663;31;49;1;3;VALLE;EL CERRITO;ESCUELA JORGE ISAAC;166;190;356;1;;ESPECIAL: ESCUELA JORGE ISAAC;CALLE 1 ESTE N 4-53 BARRIO CINCUENTENARIO
5600;31;28;1;2;VALLE;CAICEDONIA;ESCUELA JOSE EUSEBIO CARO;156;135;291;1;;ESPECIAL: ESCUELA JOSE EUSEBIO CARO;CLL 5 No 11-36
5880;40;1;1;4;ARAUCA;ARAUCA;ESCUELA JOSE MARIA CORDOBA;318;361;679;1;2;COMUNA 2 JOSEFA CANELONES;CLL 24 No 15 - 40 BR CORDOBA
5456;31;1;23;3;VALLE;CALI;ESCUELA JOSE RAMON BEJARANO;1.208;1.111;2.319;4;15;COMUNA 15;KR 32A #49-00
5421;31;1;17;1;VALLE;CALI;ESCUELA JOSE VICENTE CONCHA;675;666;1.341;2;11;COMUNA 11;KR 30A #30A-37
1837;11;76;2;3;CAUCA;SANTANDER DE QUILICHAO;ESCUELA JOSE VICENTE MINA;725;779;1.504;3;;ESPECIAL: ESCUELA JOSE VICENTE MINA;CARRERA 16 No. 2 S - 39
1603;9;34;2;4;CALDAS;CHINCHINA;ESCUELA JUAN XXIII;855;597;1.452;3;;ESPECIAL: ESCUELA JUAN XXIII;CALLE 3 DIAGONAL 6
2448;15;139;2;1;CUNDINAMARCA;LA CALERA;ESCUELA JUAN XXIII;1.094;1.270;2.364;4;;ESPECIAL: ESCUELA JUAN XXIII;CL 8 No. 4 - 28
2374;15;94;1;1;CUNDINAMARCA;FUSAGASUGA;ESCUELA JULIO SABOGAL;493;522;1.015;2;1;COMUNA NORTE;CLL 3 No 8 - 34 COMUNA NORTE
1601;9;34;2;2;CALDAS;CHINCHINA;ESCUELA KENNEDY;289;202;491;1;;ESPECIAL: ESCUELA KENNEDY;CARRERA 10 NÂ° 6 - 80 BARRIO KENNEDY
370;1;73;99;10;ANTIOQUIA;CAMPAMENTO;ESCUELA LA CHIQUITA;13;12;25;1;;ESPECIAL: ESCUELA LA CHIQUITA;VEREDA LA CHIQUITA
754;1;295;2;2;ANTIOQUIA;YARUMAL;ESCUELA LA INMACULADA;767;481;1.248;2;;ESPECIAL: ESCUELA LA INMACULADA;CLL 26 No 18-81
6104;48;10;1;2;LA GUAJIRA;MAICAO;ESCUELA LA INMACULADA;561;576;1.137;2;1;COMUNA 1;CL 16 No 13-28
4379;24;62;99;35;RISARALDA;MISTRATO;ESCUELA LA JEGUADA;541;477;1.018;2;;ESPECIAL: ESCUELA LA JEGUADA;ESCUELA LA JEGUADA
4473;25;4;2;2;NORTE DE SAN;ABREGO;ESCUELA LA PIÑUELA;750;767;1.517;3;;ESPECIAL: ESCUELA LA PIÑUELA;CRA.6 CALLE 5 Y 5A
2649;15;328;1;1;CUNDINAMARCA;VILLETA;ESCUELA LA VALENCIA;797;903;1.700;3;;ESPECIAL: ESCUELA LA VALENCIA;CL 2 # 7-54
2817;16;1;4;34;BOGOTA. D.C.;BOGOTA. D.C.;ESCUELA LA VICTORIA B;1.443;1.350;2.793;5;4;LOCALIDAD 4 SAN CRISTOBAL;CR 3A Este # 35-37S - CR 3A Este # 37A-59S
5376;31;1;7;2;VALLE;CALI;ESCUELA LAS AMERICAS;1.949;1.960;3.909;6;6;COMUNA 6;CL 82A KR 3N
3744;19;1;6;3;HUILA;NEIVA;ESCUELA LAS PALMAS;1.459;1.387;2.846;5;10;COMUNA 10;CALLE 21 No. 55-98
5784;31;82;2;3;VALLE;PRADERA;ESCUELA LEONIDAS MOSQUERA;498;542;1.040;2;;ESPECIAL: ESCUELA LEONIDAS MOSQUERA;CL 10 #3-107
1835;11;76;2;1;CAUCA;SANTANDER DE QUILICHAO;ESCUELA LIBERTADOR;45;182;227;1;;ESPECIAL: ESCUELA LIBERTADOR;CRA 15 No 5 - 105
6106;48;10;1;4;LA GUAJIRA;MAICAO;ESCUELA LOMA FRESCA;1.281;1.165;2.446;4;2;COMUNA 2;CL 5 No 18-39
1707;11;1;7;7;CAUCA;POPAYAN;ESCUELA LOMAS DE GRANADA;1.270;1.240;2.510;4;9;COMUNA 9;KR 57 CL2D
1699;11;1;6;3;CAUCA;POPAYAN;ESCUELA LOS CAMPOS;564;488;1.052;2;7;COMUNA 7;CL 12 # 36-03
5386;31;1;9;2;VALLE;CALI;ESCUELA LOS FARALLONES;461;493;954;2;7;COMUNA 7;KR 7J #72-10
5879;40;1;1;3;ARAUCA;ARAUCA;ESCUELA LOS LIBERTADORES;438;432;870;2;1;COMUNA 1 RAIMUNDO CISNEROS O.;CLL 31 22 - 09 BR LOS LIBERTADORES
3720;19;1;3;2;HUILA;NEIVA;ESCUELA LOS MARTIRES;110;117;227;1;4;COMUNA 4;CALLE 10 No. 1G - 70
3711;19;1;1;4;HUILA;NEIVA;ESCUELA LOS PINOS;773;722;1.495;3;2;COMUNA 2;CRA 22 No 46-60
2487;15;169;1;7;CUNDINAMARCA;MOSQUERA;ESCUELA LOS PUENTES;3.846;4.120;7.966;12;;ESPECIAL: ESCUELA LOS PUENTES;KM 4 VIA LA MESA VEREDA BALSILLAS
5473;31;1;26;1;VALLE;CALI;ESCUELA LUIS CARLOS ROJAS;607;601;1.208;2;17;COMUNA 17;CRA 56 #13F-40
5504;31;1;31;2;VALLE;CALI;ESCUELA LUIS LOPEZ DE MESA;859;794;1.653;3;20;COMUNA 20;CL 3 OESTE #42 B-44
3959;21;25;1;1;MAGDALENA;EL BANCO;ESCUELA LUIS LOPEZ DE MEZA;2.779;2.843;5.622;9;1;COMUNA 1 SUR;CLL14 ENTRE CRA 5 Y 6
491;1;133;99;20;ANTIOQUIA;GIRARDOTA;ESCUELA MANGA ARRIBA;215;256;471;1;;ESPECIAL: ESCUELA MANGA ARRIBA;ESCUELA MANGA ARRIBA VEREDA MANGA ARRIBA
5388;31;1;9;4;VALLE;CALI;ESCUELA MANUEL MARIA MALLARINO;501;486;987;2;7;COMUNA 7;CR 9A # 78-14
5689;31;64;2;3;VALLE;JAMUNDI;ESCUELA MANUEL MARIA VILLEGAS;273;217;490;1;;ESPECIAL: ESCUELA MANUEL MARIA VILLEGAS;CLL 9 CR 5 ESQUINA
1700;11;1;6;4;CAUCA;POPAYAN;ESCUELA MANUELA BELTRAN;154;103;257;1;7;COMUNA 7;CALLE 21 # 11-00
4532;25;61;2;1;NORTE DE SAN;OCAÑA;ESCUELA MARABEL;326;636;962;2;4;COMUNA4 SUROCCIDENTAL ADOLFO M;CARRERA 26 N. 5-01 BARRIO MARABEL
5402;31;1;13;1;VALLE;CALI;ESCUELA MARCO FIDEL SUAREZ;405;457;862;2;9;COMUNA 9;KR 16 #6-61
5373;31;1;6;4;VALLE;CALI;ESCUELA MARIA PANESSO;1.601;1.532;3.133;5;5;COMUNA 5;CL 46C #3-00
5372;31;1;6;3;VALLE;CALI;ESCUELA MARIANO OSPINA PEREZ;1.203;1.272;2.475;4;5;COMUNA 5;CLL 67 CR 2
5419;31;1;16;3;VALLE;CALI;ESCUELA MARINO RENGIFO SALCEDO;711;703;1.414;3;11;COMUNA 11;CLL 26B No 44-11
5374;31;1;6;5;VALLE;CALI;ESCUELA MARIO LLOREDA;549;548;1.097;2;5;COMUNA 5;KR 1D #51-16
266;1;31;2;2;ANTIOQUIA;ANTIOQUIA;ESCUELA MARTINEZ PARDO;978;848;1.826;3;;ESPECIAL: ESCUELA MARTINEZ PARDO;CLL 10 No 11-82
3593;17;1;3;3;CHOCO;QUIBDO;ESCUELA MELVIN JHON;535;381;916;2;6;COMUNA 6;CALLE 24 No. 16-30
5815;31;106;2;4;VALLE;TULUA;ESCUELA MERCANTIL;392;342;734;2;;ESPECIAL: ESCUELA MERCANTIL;CLL 13 NO 38 D - 170
5434;31;1;19;4;VALLE;CALI;ESCUELA MIGUEL CAMACHO PEREA;194;167;361;1;13;COMUNA 13;CR 28 No 72F-09
1947;12;150;1;2;CESAR;AGUSTIN CODAZZI;ESCUELA MIXTA CLUB DE LEONES;3.314;3.404;6.718;10;;ESPECIAL: ESCUELA MIXTA CLUB DE LEONES;CL 15 # 21 - 15
3935;21;12;1;2;MAGDALENA;ARIGUANI (EL DIFICIL);ESCUELA MIXTA COMUNAL EL CONGO;167;178;345;1;;ESPECIAL: ESCUELA MIXTA COMUNAL EL CONGO;CARRERA 1C #4-43
1908;12;1;4;5;CESAR;VALLEDUPAR;ESCUELA MIXTA No 4;829;777;1.606;3;4;COMUNA 4;CRA 19 B No 16 B 14
6109;48;10;2;2;LA GUAJIRA;MAICAO;ESCUELA MIXTA SAN MARTIN;1.068;918;1.986;3;3;COMUNA 3;CL 20 No 14-41
4553;25;69;2;1;NORTE DE SAN;PUERTO SANTANDER;ESCUELA MONSEÑOR LEONARDO GOMEZ SERNA;429;697;1.126;2;;ESPECIAL: ESCUELA MONSEÑOR LEONARDO GOMEZ SERNA;CRA 3 BARRIO BERTRANIA
371;1;73;99;80;ANTIOQUIA;CAMPAMENTO;ESCUELA NORIZAL;14;18;32;1;;ESPECIAL: ESCUELA NORIZAL;VEREDA NORIZAL
6136;48;16;2;2;LA GUAJIRA;URIBIA;ESCUELA NORMAL;2.785;1.955;4.740;7;;ESPECIAL: ESCUELA NORMAL;CRA 8 No. 15-90
1593;9;7;2;4;CALDAS;ANSERMA;ESCUELA NORMAL SUPERIOR ANSERMA;457;455;912;2;;ESPECIAL: ESCUELA NORMAL SUPERIOR ANSERMA;CALLE 24 A 3 ESTE 1 A 3 F 49
3591;17;1;3;1;CHOCO;QUIBDO;ESCUELA NORMAL SUPERIOR DE QUIBDO;931;760;1.691;3;4;COMUNA 4;TRANS. 8 #. 12-100
752;1;295;1;5;ANTIOQUIA;YARUMAL;ESCUELA NORMAL SUPERIOR LA MERCED;528;481;1.009;2;;ESPECIAL: ESCUELA NORMAL SUPERIOR LA MERCED;CRA 19 No 14-84 ESQUINA
920;3;4;1;1;ATLANTICO;BARANOA;ESCUELA NORMAL SUPERIOR SANTA ANA ENSSA;1.118;1.269;2.387;4;;ESPECIAL: ESCUELA NORMAL SUPERIOR SANTA ANA ENSSA;CRA 19 No 11-51
5589;31;22;5;6;VALLE;BUGA;ESCUELA OBRA SOCIAL EL MILAGRO;162;158;320;1;5;COMUNA 5;CLL 23 No 15A-08
5455;31;1;23;2;VALLE;CALI;ESCUELA OLAYA HERRERA;1.895;1.823;3.718;6;15;COMUNA 15;CL 51 #40A-08
5405;31;1;13;4;VALLE;CALI;ESCUELA OLGA LUCIA LLOREDA;561;553;1.114;2;9;COMUNA 9;KR 23A #13B-11
3722;19;1;3;4;HUILA;NEIVA;ESCUELA ORIENTE;147;144;291;1;4;COMUNA 4;CLL 2 No 7-22
5377;31;1;7;3;VALLE;CALI;ESCUELA PABLO EMILIO CAICEDO;961;983;1.944;3;6;COMUNA 6;CRA 5 DG 7N-39
5465;31;1;24;4;VALLE;CALI;ESCUELA PABLO NERUDA;854;851;1.705;3;16;COMUNA 16;KR 39B #38-44
1681;11;1;2;4;CAUCA;POPAYAN;ESCUELA PEDRO ANTONIO TORRES;815;631;1.446;3;2;COMUNA 2;KR 11 # 67N 212
457;1;121;4;3;ANTIOQUIA;ENVIGADO;ESCUELA PIO XII;1.197;1.182;2.379;4;;ESPECIAL: ESCUELA PIO XII;CRA 31 No 38 SUR-51
4116;23;19;0;2;NARIÑO;BUESACO;ESCUELA PIO XII;2.329;2.406;4.735;7;;ESPECIAL: ESCUELA PIO XII;BARRIO LAS PALMAS
4513;25;54;2;2;NORTE DE SAN;LOS PATIOS;ESCUELA PISARREAL;2.187;635;2.822;5;;ESPECIAL: ESCUELA PISARREAL;KR 10 NÂº 9-20 PISARREAL
4577;25;100;1;1;NORTE DE SAN;VILLA DEL ROSARIO;ESCUELA POLICARPA SALAVARIETA;789;837;1.626;3;;ESPECIAL: ESCUELA POLICARPA SALAVARIETA;CRA 8 #3-43 CENTRO
4343;24;25;3;2;RISARALDA;DOSQUEBRADAS;ESCUELA POLICARPA SALAVARRIETA;880;149;1.029;2;3;COMUNA 3;CAMPESTRE C MZ 8
5481;31;1;27;4;VALLE;CALI;ESCUELA PORTETE DE TARQUI;1.326;1.197;2.523;4;18;COMUNA 18;CL 1 #73-00
441;1;117;2;1;ANTIOQUIA;EL BAGRE;ESCUELA PORTUGAL;3.330;3.378;6.708;10;;ESPECIAL: ESCUELA PORTUGAL;CR 20 # 32-46, BR PORTUGAL
2661;15;340;1;3;CUNDINAMARCA;ZIPAQUIRA;ESCUELA QUEVEDO Z;1.971;1.920;3.891;6;3;COMUNA 3;AV 23 N 14-41 B. SAN RAFAEL
3740;19;1;5;7;HUILA;NEIVA;ESCUELA RAFAEL AZUERO MANCHOLA;164;137;301;1;8;COMUNA 8;CRA 38 A No 1G-04
1692;11;1;4;3;CAUCA;POPAYAN;ESCUELA RAFAEL POMBO;304;256;560;1;4;COMUNA 4;CLL 7 # 11 - 93
2342;15;76;2;2;CUNDINAMARCA;FACATATIVA;ESCUELA RAFAEL POMBO;864;486;1.350;2;;ESPECIAL: ESCUELA RAFAEL POMBO;CRA 3 No 8 - 134
5364;31;1;5;3;VALLE;CALI;ESCUELA RAFAEL ZAMORANO;489;453;942;2;4;COMUNA 4;KR 2N #45AN-12
5446;31;1;21;3;VALLE;CALI;ESCUELA RAUL SILVA HOLGUIN;1.187;1.132;2.319;4;14;COMUNA 14;DG 26K #T83-24
5361;31;1;4;5;VALLE;CALI;ESCUELA REPUBLICA DE MEXICO;270;317;587;1;3;COMUNA 3;CL 20 #5-63
5354;31;1;3;3;VALLE;CALI;ESCUELA REPUBLICA DEL BRASIL;750;716;1.466;3;2;COMUNA 2;CLL 43N No 7N-03
4395;24;86;2;6;RISARALDA;SANTA ROSA DE CABAL;ESCUELA RISARALDA;163;141;304;1;5;COMUNA 5;CARRERA 14 # 42 70 LOS CRISTALES
5433;31;1;19;3;VALLE;CALI;ESCUELA RODRIGO LLOREDA;382;375;757;2;13;COMUNA 13;CRA 30 #44A-21
5690;31;64;2;4;VALLE;JAMUNDI;ESCUELA ROSALIA MAFLA;330;267;597;1;;ESPECIAL: ESCUELA ROSALIA MAFLA;CRA 6 10-02 ESQ.
2330;15;72;2;2;CUNDINAMARCA;EL ROSAL;ESCUELA RURAL LA PIÑUELA;1.055;1.025;2.080;3;;ESPECIAL: ESCUELA RURAL LA PIÑUELA;ESCUELA RURAL LA PIÑUELA - VEREDA LA PIÑUELA
444;1;117;99;60;ANTIOQUIA;EL BAGRE;ESCUELA RURAL PUERTO CLAVER;693;744;1.437;3;;ESPECIAL: ESCUELA RURAL PUERTO CLAVER;CORREGIMIENTO PUERTO CLAVER
492;1;133;99;80;ANTIOQUIA;GIRARDOTA;ESCUELA SAN ANDRES;498;528;1.026;2;;ESPECIAL: ESCUELA SAN ANDRES;ESCUELA SAN ANDRES VEREDA SAN ANDRES
4472;25;4;2;1;NORTE DE SAN;ABREGO;ESCUELA SAN ANTONIO;866;1.013;1.879;3;;ESPECIAL: ESCUELA SAN ANTONIO;CRA 9 ENTRE CLL 16A Y CLL 17
5890;40;5;1;2;ARAUCA;TAME;ESCUELA SAN ANTONIO;954;820;1.774;3;;ESPECIAL: ESCUELA SAN ANTONIO;CL 13 CON KR 4
5553;31;19;3;5;VALLE;BUENAVENTURA;ESCUELA SAN BUENAVENTURA;188;170;358;1;2;LOCALIDAD 2 CONT. (EL PAILON);CRA50 NUM 7A 79
4351;24;25;8;1;RISARALDA;DOSQUEBRADAS;ESCUELA SAN DIEGO;249;186;435;1;8;COMUNA 8;CLL 56 # 19 58 SAN DIEGO
5380;31;1;8;1;VALLE;CALI;ESCUELA SAN JORGE;1.031;914;1.945;3;6;COMUNA 6;CR 1i # 74-23
5116;28;200;2;2;SUCRE;SAN MARCOS;ESCUELA SAN JOSE;1.245;1.044;2.289;4;;ESPECIAL: ESCUELA SAN JOSE;TV 35 # 37-25
5126;28;220;2;3;SUCRE;SAN ONOFRE;ESCUELA SAN JOSE;543;512;1.055;2;;ESPECIAL: ESCUELA SAN JOSE;CR 28 CLL 29
5781;31;82;1;4;VALLE;PRADERA;ESCUELA SAN JUAN BOSCO;1.068;912;1.980;3;;ESPECIAL: ESCUELA SAN JUAN BOSCO;CRA 9 No 3-35
5112;28;200;1;1;SUCRE;SAN MARCOS;ESCUELA SAN MARQUITOS;1.997;2.020;4.017;6;;ESPECIAL: ESCUELA SAN MARQUITOS;KR 15 #19-29
4580;25;100;1;4;NORTE DE SAN;VILLA DEL ROSARIO;ESCUELA SAN MARTIN;771;668;1.439;3;;ESPECIAL: ESCUELA SAN MARTIN;CRA. 12 #.6-40 BARRIO SAN MARTIN
6346;64;2;2;1;PUTUMAYO;PUERTO ASIS;ESCUELA SAN NICOLAS;730;676;1.406;3;1;COMUNA 1 NORTE;CL 15 24-50 BR. SAN NICOLAS
5414;31;1;15;2;VALLE;CALI;ESCUELA SAN ROQUE;935;853;1.788;3;10;COMUNA 10;KR 32A #15A-59
4535;25;61;2;4;NORTE DE SAN;OCAÑA;ESCUELA SANTA CLARA;26;28;54;1;6;COMUNA 6 CIUDADELA NORTE;CALLE 5A N. 46-84 BARRIO SANTA CLARA
5782;31;82;2;1;VALLE;PRADERA;ESCUELA SANTA ISABEL;61;288;349;1;;ESPECIAL: ESCUELA SANTA ISABEL;CL 6 CRA 12 ESQ
6344;64;2;1;3;PUTUMAYO;PUERTO ASIS;ESCUELA SANTA TERESA;709;695;1.404;3;3;COMUNA 3 ORIENTE;B. LA FLORESTA VIA BERLIN COL C/TRE LOS ANGELES
4648;26;10;2;2;QUINDIO;CALARCA;ESCUELA SANTANDER;506;447;953;2;;ESPECIAL: ESCUELA SANTANDER;CL 41 # 17-30
1591;9;7;2;2;CALDAS;ANSERMA;ESCUELA SIMON BOLIVAR;239;226;465;1;;ESPECIAL: ESCUELA SIMON BOLIVAR;CRA 6 No 19 - 70
5695;31;64;3;4;VALLE;JAMUNDI;ESCUELA SIMON BOLIVAR;1.021;51;1.072;2;;ESPECIAL: ESCUELA SIMON BOLIVAR;CRA 12 CLL 12 ESQUINA
5508;31;1;31;6;VALLE;CALI;ESCUELA SOFIA CAMARGO;527;502;1.029;2;20;COMUNA 20;KR 51 CL 12 A OESTE
5420;31;1;16;4;VALLE;CALI;ESCUELA SUSANA VINASCO DE QUINTANA;1.039;992;2.031;3;11;COMUNA 11;CLL 31 CR 33A
5603;31;28;2;2;VALLE;CAICEDONIA;ESCUELA TRES DE AGOSTO;255;242;497;1;;ESPECIAL: ESCUELA TRES DE AGOSTO;CRA 19 No 16-35
5382;31;1;8;3;VALLE;CALI;ESCUELA TRES DE JULIO;790;817;1.607;3;6;COMUNA 6;CL 70 C #1F-00
621;1;214;2;1;ANTIOQUIA;RIONEGRO;ESCUELA UNIDA;573;1.217;1.790;3;1;COMUNA 1 LIBORIO MEJIA;CLL 52 40 - 86
1590;9;7;1;4;CALDAS;ANSERMA;ESCUELA URBANA ANTONIO JOSE DE SUCRE;420;436;856;2;;ESPECIAL: ESCUELA URBANA ANTONIO JOSE DE SUCRE;KR 4 A #4-52
1820;11;64;2;2;CAUCA;PUERTO TEJADA;ESCUELA URBANA DE NIÑAS;522;261;783;2;;ESPECIAL: ESCUELA URBANA DE NIÑAS;KR. 16 NO 10-28 BR. GRANADA
3988;21;49;1;1;MAGDALENA;PIVIJAY;ESCUELA URBANA DE VARONES;1.082;1.217;2.299;4;;ESPECIAL: ESCUELA URBANA DE VARONES;CALLE 12 NÂº 13-22
4552;25;69;1;2;NORTE DE SAN;PUERTO SANTANDER;ESCUELA URBANA INTEGRADA SEDE No 3;509;436;945;2;;ESPECIAL: ESCUELA URBANA INTEGRADA SEDE No 3;CLL 5 No 5 - 100 BARRIO NUEVO
4568;25;93;1;4;NORTE DE SAN;TIBU;ESCUELA URBANA LA UNION;232;281;513;1;;ESPECIAL: ESCUELA URBANA LA UNION;CLL 1A # 6E- 22 BARRIO LA UNION
242;1;13;2;1;ANTIOQUIA;AMAGA;ESCUELA URBANA MARIA AUXILIADORA;239;301;540;1;;ESPECIAL: ESCUELA URBANA MARIA AUXILIADORA;CRA 51 N 48 51
3961;21;25;1;3;MAGDALENA;EL BANCO;ESCUELA URBANA MIXTA LA CANDELARIA;3.189;3.302;6.491;10;1;COMUNA 1 SUR;CRA 2 No 16A- 08
1682;11;1;2;5;CAUCA;POPAYAN;ESCUELA URBANA MIXTA LOS UVOS;955;876;1.831;3;2;COMUNA 2;CR 17 NO 64 N 36
1982;12;450;0;1;CESAR;GAMARRA;ESCUELA URBANA MIXTA No 1;1.284;1.380;2.664;4;;ESPECIAL: ESCUELA URBANA MIXTA No 1;CLL 5 No 6-36 B. TORCOROMA
743;1;289;0;0;ANTIOQUIA;VALPARAISO;ESCUELA URBANO DE NIÑOS GUILLE;553;643;1.196;2;;ESPECIAL: ESCUELA URBANO DE NIÑOS GUILLE;CLL 9 AYACUCHO No 6-97 GUILLERMO VALENCIA
4582;25;100;1;6;NORTE DE SAN;VILLA DEL ROSARIO;ESCUELA VEINTE DE JULIO;522;504;1.026;2;;ESPECIAL: ESCUELA VEINTE DE JULIO;CARRERA 12 No. 13N - 40 BARRIO 20 DE JULIO
683;1;247;99;13;ANTIOQUIA;SANTA BARBARA;ESCUELA VERSALLES;118;151;269;1;;ESPECIAL: ESCUELA VERSALLES;CORREGIMIENTO DE VERSALLES
1104;5;1;9;3;BOLIVAR;CARTAGENA;ESCUELAS PROFESIONALES SALESIANAS;3.150;3.524;6.674;10;1;LOC. 1 HISTORICA Y DEL CARIBE;Cra. 9 # 39-60 ? CALLE DE LAS BOVEDAS CENTRO
1923;12;1;98;2;CESAR;VALLEDUPAR;ESTABL PENITENC DE ALTA Y MEDIANA SEGUR.;0;7;7;1;;ESPECIAL: ESTABL PENITENC DE ALTA Y MEDIANA SEGUR.;KM 3.5 VIA LA MESA (AZUCAR BUENA)
2435;15;115;98;1;CUNDINAMARCA;GUADUAS;ESTABLEC. PENITENCIARIO LA ESPERANZA;0;1;1;1;;ESPECIAL: ESTABLEC. PENITENCIARIO LA ESPERANZA;KM 2 VIA CAMBAO
218;1;1;98;2;ANTIOQUIA;MEDELLIN;ESTABLECIMIENTO CARCELARIO PEDREGAL MEDE;0;17;17;1;;ESPECIAL: ESTABLECIMIENTO CARCELARIO PEDREGAL MEDE;KM 6 VIA AL MAR FINCA LA TERES
4511;25;54;1;7;NORTE DE SAN;LOS PATIOS;ESTABLECIMIENTO EDUCATIVO JIAN PIAGET;99;100;199;1;;ESPECIAL: ESTABLECIMIENTO EDUCATIVO JIAN PIAGET;CLL 28 No 0 - 59 CORDIALIDAD
3362;16;1;14;4;BOGOTA. D.C.;BOGOTA. D.C.;ESTACION DE LA SABANA;360;399;759;2;14;LOCALIDAD 14 MARTIRES;CL 13 # 18-24
3493;16;1;18;51;BOGOTA. D.C.;BOGOTA. D.C.;ESTADOS UNIDOS DE AMERICA;165;184;349;1;18;LOCALIDAD 18 RAFAEL URIBE URIB;CLL 22 SUR No 22 - 65 - CLL 22 SUR No 24 B - 65
3533;16;1;19;35;BOGOTA. D.C.;BOGOTA. D.C.;ESTRELLA DEL SUR;357;330;687;1;19;LOCALIDAD 19 CIUDAD BOLIVAR;CLL 74 A SUR No 18 - 23
3725;19;1;3;7;HUILA;NEIVA;FAC.DE MEDICINA USCO.;366;332;698;2;4;COMUNA 4;CL 9 KR 14
1554;9;1;9;2;CALDAS;MANIZALES;FACUL. DE CIENCIAS JUR Y SOC U DE CALDAS;113;86;199;1;8;COMUNA 8 PALOGRANDE;KR 23 #58-65
1533;9;1;5;3;CALDAS;MANIZALES;FACULTAD CIENCIAS SALUD UNIV. DE CALDAS;601;541;1.142;2;4;COMUNA 4 LA ESTACION;CRA 25 48 57
2766;16;1;3;5;BOGOTA. D.C.;BOGOTA. D.C.;FACULTAD DE ARTES - ASAB;717;804;1.521;3;3;LOCALIDAD 3 SANTA FE;CR 13 No. 14 - 69
1523;9;1;3;3;CALDAS;MANIZALES;FACULTAD DE BELLAS ARTES UNIV. DE CALDAS;234;250;484;1;3;COMUNA 3 CUMANDAY;CRA 21 #13-02
2884;16;1;6;2;BOGOTA. D.C.;BOGOTA. D.C.;"FATIMA ""A""";194;219;413;1;6;LOCALIDAD 6 TUNJUELITO;CRA 35 No 51 B- 87 SUR
2898;16;1;6;16;BOGOTA. D.C.;BOGOTA. D.C.;"FATIMA ""B""";585;630;1.215;2;6;LOCALIDAD 6 TUNJUELITO;DIAG50 SUR # 34A-00 DIAG52A SUR # 33- 81
4411;25;1;3;5;NORTE DE SAN;CUCUTA;FCO JOSE DE CALDAS SEDE SAN PEDRO CLAVER;473;477;950;2;3;COMUNA 3 SUR ORIENTAL;CLL 28 # 10-45 BR. BELLAVISTA
3252;16;1;11;51;BOGOTA. D.C.;BOGOTA. D.C.;FE Y ALEGRIA JOSE MARIA VELAZ - IED;2.920;2.788;5.708;9;11;LOCALIDAD 11 SUBA;CRA 131 # 134-44 O CRA 131 # 133-44
3497;16;1;18;57;BOGOTA. D.C.;BOGOTA. D.C.;FE Y ALEGRIA ONG;499;479;978;2;18;LOCALIDAD 18 RAFAEL URIBE URIB;CRA 5 A No 48N-48 SUR-CRA 5 A BIS No 48N-48 SUR
2939;16;1;7;28;BOGOTA. D.C.;BOGOTA. D.C.;FE Y ALEGRIA SAN IGNACIO;2.025;1.813;3.838;6;7;LOCALIDAD 7 BOSA;CLL 56F SUR No 91D-14
5521;31;1;99;9;VALLE;CALI;FELIDIA;252;259;511;1;23;CORREGIMIENTO FELIDIA;IE FELIDIA SEDE REPUBLICA DE CUBA
3165;16;1;10;41;BOGOTA. D.C.;BOGOTA. D.C.;FERIAS II;1.082;1.051;2.133;4;10;LOCALIDAD 10 ENGATIVA;CRA 69 B # 79A-42
3061;16;1;8;83;BOGOTA. D.C.;BOGOTA. D.C.;FERNANDO SOTO APARICIO;313;322;635;1;8;LOCALIDAD 8 KENNEDY;TV 73 A BIS B # 36 - 47 SUR
3055;16;1;8;76;BOGOTA. D.C.;BOGOTA. D.C.;FERNANDO SOTO APARICIO SEDE B;217;165;382;1;8;LOCALIDAD 8 KENNEDY;CRA 80 A #51 B-29 SUR
3115;16;1;9;32;BOGOTA. D.C.;BOGOTA. D.C.;FERROCAJA;236;236;472;1;9;LOCALIDAD 9 FONTIBON;CRA 97 #22 G-15
3267;16;1;11;66;BOGOTA. D.C.;BOGOTA. D.C.;FILARMONICO JORGE MARIO BERGOGLIO - IED;786;815;1.601;3;11;LOCALIDAD 11 SUBA;CLL 143 A #113 C-51/ CRA 113 C #142 B-21
3006;16;1;8;26;BOGOTA. D.C.;BOGOTA. D.C.;FLORALIA;196;192;388;1;8;LOCALIDAD 8 KENNEDY;TV. 68 C # 31-26 SUR
1649;9;115;99;7;CALDAS;SAMANA;FLORENCIA;95;87;182;1;;ESPECIAL: FLORENCIA;IE PIOXII CORREG FLORENCIA
3149;16;1;10;24;BOGOTA. D.C.;BOGOTA. D.C.;FLORENCIA;234;244;478;1;10;LOCALIDAD 10 ENGATIVA;DIAG. 74B # 87 - 40
3222;16;1;11;19;BOGOTA. D.C.;BOGOTA. D.C.;FLORESTA NORTE-JULIO FLOREZ;248;243;491;1;11;LOCALIDAD 11 SUBA;CRA 68B # 94-12
3275;16;1;11;74;BOGOTA. D.C.;BOGOTA. D.C.;FLORESTA OUTLET;932;825;1.757;3;11;LOCALIDAD 11 SUBA;CRA 69 No 98A-45
